POGLAVJE,KATEGORIJA,PODKATEGORIJA_4,PODKATEGORIJA_5,SKLOP / 1. NIVO,SKLOP / 2. NIVO,SKLOP / 3. NIVO,RAVEN,KODA,SLOVENSKI NAZIV,KRIŽEC / ETIOLOGIJA,ZVEZDICA / MANIFESTACIJA,VELJAVNOST,KODA DEJAVNA OD,KODA DEJAVNA DO,SPOL,SPOL TIP,STAROST MIN.,STAROST MAX.,STAROST TIP,REDKA DIAGNOZA,MORFOLOGIJA,NESPREJEMLJIVA GLAVNA DIAGNOZA,PRIJAVA NALEZLJIVE BOLEZNI,"PRIJAVA SPO, HIV, HEP B,C","BOLEZNI, KI JIH PREPREČUJEMO S CEPLJENJEM",ENGLISH DESCRIPTION POSTPROCESED
19,S12,2,1,S10S19,,,5,S12.21,Zlom tretjega vratnega vretenca,0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Fracture of third cervical vertebra
19,S12,2,2,S10S19,,,5,S12.22,Zlom četrtega vratnega vretenca,0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Fracture of fourth cervical vertebra
19,S12,2,3,S10S19,,,5,S12.23,Zlom petega vratnega vretenca,0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Fracture of fifth cervical vertebra
19,S12,2,4,S10S19,,,5,S12.24,Zlom šestega vratnega vretenca,0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Fracture of sixth cervical vertebra
19,S12,2,5,S10S19,,,5,S12.25,Zlom sedmega vratnega vretenca,0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Fracture of seventh cervical vertebra
19,S12,7,,S10S19,,,4,S12.7,Multipli zlomi vratne hrbtenice,0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Multiple fractures of cervical spine
19,S12,8,,S10S19,,,4,S12.8,Zlom drugih delov vratu,0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Fracture of other parts of neck
19,S12,9,,S10S19,,,4,S12.9,"Zlom vratu, del neopredeljen",0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Fracture of neck, part unspecified"
19,S13,,,S10S19,,,3,S13,"Izpah, zvin in nateg sklepov in vezi na vratu",0,0,0,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Traumatic rupture of cervical intervertebral disc
19,S13,0,,S10S19,,,4,S13.0,Poškodbena ruptura medvretenčne ploščice (diskusa) na vratu,0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Traumatic rupture of cervical intervertebral disc
19,S13,1,,S10S19,,,4,S13.1,Izpah vratnega vretenca,0,0,0,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Dislocation of cervical vertebra, level unspecified"
19,S13,1,0,S10S19,,,5,S13.10,"Izpah vratnega vretenca, neopredeljen nivo",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Dislocation of cervical vertebra, level unspecified"
19,S13,1,1,S10S19,,,5,S13.11,"Izpah vratnega vretenca, C1/C2",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Dislocation of C1/C2 cervical vertebrae
19,S13,1,2,S10S19,,,5,S13.12,"Izpah vratnega vretenca, C2/C3",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Dislocation of C2/C3 cervical vertebrae
19,S13,1,3,S10S19,,,5,S13.13,"Izpah vratnega vretenca, C3/C4",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Dislocation of C3/C4 cervical vertebrae
19,S13,1,4,S10S19,,,5,S13.14,"Izpah vratnega vretenca, C4/C5",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Dislocation of C4/C5 cervical vertebrae
19,S13,1,5,S10S19,,,5,S13.15,Izpah vratnega vretenca C5/C6,0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Dislocation of C5/C6 cervical vertebrae
19,S13,1,6,S10S19,,,5,S13.16,Izpah vratnega vretenca C6/C7,0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Dislocation of C6/C7 cervical vertebrae
19,S13,1,7,S10S19,,,5,S13.17,Izpah vratnega vretenca C7/Th1,0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Dislocation of C7/T1 cervicothoracic vertebrae
19,S13,1,8,S10S19,,,5,S13.18,"Izpah vratnega vretenca, drugo",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Other dislocation of cervical vertebrae
19,S13,2,,S10S19,,,4,S13.2,Izpah drugih in neopredeljenih delov vratu,0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Dislocation of other and unspecified parts of neck
19,S13,3,,S10S19,,,4,S13.3,Številni izpahi na vratu,0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Multiple dislocations of neck
19,S13,4,,S10S19,,,4,S13.4,Zvin in nateg vratne hrbtenice,0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Sprain and strain of cervical spine
19,S13,5,,S10S19,,,4,S13.5,Izvin in nateg v predelu ščitnice,0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Sprain and strain of thyroid region
19,S13,6,,S10S19,,,4,S13.6,Izvin in nateg sklepov in vezi drugih in neopredeljenih delov vratu,0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Sprain and strain of joints and ligaments of other and unspecified parts of neck
19,S14,,,S10S19,,,3,S14,Poškodba živcev in hrbtnega mozga vratu,0,0,0,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Concussion and oedema of cervical spinal cord
19,S14,0,,S10S19,,,4,S14.0,Pretres in oteklina hrbtenjače vratu,0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Concussion and oedema of cervical spinal cord
19,S14,1,,S10S19,,,4,S14.1,Druge in neopredeljene poškodbe hrbtenjače vratu,0,0,0,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Injury of cervical spinal cord, unspecified"
19,S14,1,0,S10S19,,,5,S14.10,"Poškodba hrbtnega mozga, neopredeljena",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Injury of cervical spinal cord, unspecified"
19,S14,1,1,S10S19,,,5,S14.11,Popolna poškodba hrbtnega mozga,0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Complete lesion of cervical spinal cord
19,S14,1,2,S10S19,,,5,S14.12,Sindrom »Central cord«,0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Central cord syndrome (incomplete cord injury) of cervical spinal cord
19,S14,1,3,S10S19,,,5,S14.13,Druge nepopolne poškodbe hrbtnega mozga,0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Other incomplete cord syndrome of cervical spinal cord
19,S14,2,,S10S19,,,4,S14.2,Poškodba živčne korenine na vratni hrbtenici,0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Injury of nerve root of cervical spine
19,S14,3,,S10S19,,,4,S14.3,Poškodba brahialnega pleteža,0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Injury of brachial plexus
19,S14,4,,S10S19,,,4,S14.4,Poškodba perifernih živcev na vratu,0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Injury of peripheral nerves of neck
19,S14,5,,S10S19,,,4,S14.5,Poškodba vratnega simpatikusa,0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Injury of cervical sympathetic nerves
19,S14,6,,S10S19,,,4,S14.6,Poškodba drugih in neopredeljenih živcev na vratu,0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Injury of other and unspecified nerves of neck
19,S14,7,,S10S19,,,4,S14.7,Funkcionalni nivo poškodbe hrbtnega mozga,0,0,0,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Functional spinal cord injury, cervical level unspecified"
19,S14,7,0,S10S19,,,5,S14.70,"Funkcionalni nivo poškodbe hrbtnega mozga, neopredeljen",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,1,0,0,0,"Functional spinal cord injury, cervical level unspecified"
19,S14,7,1,S10S19,,,5,S14.71,"Funkcionalni nivo poškodbe hrbtnega mozga, C1",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,1,0,0,0,"Functional spinal cord injury, C1"
19,S14,7,2,S10S19,,,5,S14.72,"Funkcionalni nivo poškodbe hrbtnega mozga, C2",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,1,0,0,0,"Functional spinal cord injury, C2"
19,S14,7,3,S10S19,,,5,S14.73,"Funkcionalni nivo poškodbe hrbtnega mozga, C3",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,1,0,0,0,"Functional spinal cord injury, C3"
19,S14,7,4,S10S19,,,5,S14.74,"Funkcionalni nivo poškodbe hrbtnega mozga, C4",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,1,0,0,0,"Functional spinal cord injury, C4"
19,S14,7,5,S10S19,,,5,S14.75,"Funkcionalni nivo poškodbe hrbtnega mozga, C5",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,1,0,0,0,"Functional spinal cord injury, C5"
19,S14,7,6,S10S19,,,5,S14.76,"Funkcionalni nivo poškodbe hrbtnega mozga, C6",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,1,0,0,0,"Functional spinal cord injury, C6"
19,S14,7,7,S10S19,,,5,S14.77,"Funkcionalni nivo poškodbe hrbtnega mozga, C7",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,1,0,0,0,"Functional spinal cord injury, C7"
19,S14,7,8,S10S19,,,5,S14.78,"Funkcionalni nivo poškodbe hrbtnega mozga, C8",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,1,0,0,0,"Functional spinal cord injury, C8"
19,S15,,,S10S19,,,3,S15,Poškodba krvnih žil na vratu,0,0,0,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Injury of carotid artery, unspecified"
19,S15,0,,S10S19,,,4,S15.0,Poškodba karotidne arterije,0,0,0,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Injury of carotid artery, unspecified"
19,S15,0,0,S10S19,,,5,S15.00,"Poškodba karotidne arterije, neopredeljena",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Injury of carotid artery, unspecified"
19,S15,0,1,S10S19,,,5,S15.01,Poškodba skupne karotidne arterije,0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Injury of common carotid artery
19,S15,0,2,S10S19,,,5,S15.02,Poškodba zunanje karotidne arterije,0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Injury of external carotid artery
19,S15,0,3,S10S19,,,5,S15.03,Poškodba notranje karotidne arterije,0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Injury of internal carotid artery
19,S15,1,,S10S19,,,4,S15.1,Poškodba vertebralne arterije,0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Injury of vertebral artery
19,S15,2,,S10S19,,,4,S15.2,Poškodba zunanje jugularne vene,0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Injury of external jugular vein
19,S15,3,,S10S19,,,4,S15.3,Poškodba notranje jugularne vene,0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Injury of internal jugular vein
19,S15,7,,S10S19,,,4,S15.7,Poškodba več krvnih žil na vratu,0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Injury of multiple blood vessels at neck level
19,S15,8,,S10S19,,,4,S15.8,Poškodba drugih krvnih žil na vratu,0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Injury of other blood vessels at neck level
19,S15,9,,S10S19,,,4,S15.9,Poškodba neopredeljenih krvnih žil na vratu,0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Injury of unspecified blood vessel at neck level
19,S16,,,S10S19,,,3,S16,Poškodba mišice in tetive na vratu,0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Injury of muscle and tendon at neck level
19,S17,,,S10S19,,,3,S17,Crush poškodba vratu,0,0,0,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Crushing injury of larynx and trachea
19,S17,0,,S10S19,,,4,S17.0,Crush poškodba grla in sapnika,0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Crushing injury of larynx and trachea
19,S17,8,,S10S19,,,4,S17.8,Crush poškodba drugih delov vratu,0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Crushing injury of other parts of neck
19,S17,9,,S10S19,,,4,S17.9,"Crush poškodba vratu, del neopredeljen",0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Crushing injury of neck, part unspecified"
19,S18,,,S10S19,,,3,S18,Poškodbena amputacija v predelu vratu,0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Traumatic amputation at neck level
19,S19,,,S10S19,,,3,S19,Druge in neopredeljene poškodbe vratu,0,0,0,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,
19,S19,7,,S10S19,,,4,S19.7,Multiple poškodbe na vratu,0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Multiple injuries of neck
19,S19,8,,S10S19,,,4,S19.8,Druge opredeljene poškodbe vratu,0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Other specified injuries of neck
19,S19,9,,S10S19,,,4,S19.9,Neopredeljena poškodba vratu,0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Unspecified injury of neck
19,S20,,,S20S29,,,3,S20,Površinska poškodba prsnega koša,0,0,0,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Contusion of breast
19,S20,0,,S20S29,,,4,S20.0,Udarnina dojke,0,0,1,1995-01-01 00:00:00,,2,2,,,,0,0,0,0,0,0,Contusion of breast
19,S20,1,,S20S29,,,4,S20.1,Druge in neopredeljene površinske poškodbe dojke,0,0,0,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Other and unspecified superficial injuries of breast, unspecified"
19,S20,1,0,S20S29,,,5,S20.10,"Druge in neopredeljene površinske poškodbe dojke, neopredeljena",0,0,1,2013-01-01 00:00:00,,2,2,,,,0,0,0,0,0,0,"Other and unspecified superficial injuries of breast, unspecified"
19,S20,1,1,S20S29,,,5,S20.11,"Druge in neopredeljene površinske poškodbe dojke, odrgnina",0,0,1,2013-01-01 00:00:00,,2,2,,,,0,0,0,0,0,0,"Other and unspecified superficial injuries of breast, abrasion"
19,S20,1,2,S20S29,,,5,S20.12,"Druge in neopredeljene površinske poškodbe dojke, hematom (modrica)",0,0,1,2013-01-01 00:00:00,,2,2,,,,0,0,0,0,0,0,"Other and unspecified superficial injuries of breast, blister"
19,S20,1,3,S20S29,,,5,S20.13,"Druge in neopredeljene površinske poškodbe dojke, pik žuželke",0,0,1,2013-01-01 00:00:00,,2,2,,,,0,0,0,0,0,0,"Other and unspecified superficial injuries of breast, insect bite"
19,S20,1,4,S20S29,,,5,S20.14,"Druge in neopredeljene površinske poškodbe dojke, tujek",0,0,1,2013-01-01 00:00:00,,2,2,,,,0,0,0,0,0,0,"Other and unspecified superficial injuries of breast, superficial foreign body (splinter)"
19,S20,1,8,S20S29,,,5,S20.18,"Druge in neopredeljene površinske poškodbe dojke, drugo",0,0,1,2013-01-01 00:00:00,,2,2,,,,0,0,0,0,0,0,"Other and unspecified superficial injuries of breast, other"
19,S20,2,,S20S29,,,4,S20.2,Udarnina prsnega koša,0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Contusion of thorax
19,S20,3,,S20S29,,,4,S20.3,Druge površinske poškodbe prednje stene prsnega koša,0,0,0,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Other superficial injuries of front wall of thorax, unspecified"
19,S20,3,0,S20S29,,,5,S20.30,"Druge površinske poškodbe prednje stene prsnega koša, neopredeljena",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Other superficial injuries of front wall of thorax, unspecified"
19,S20,3,1,S20S29,,,5,S20.31,"Druge površinske poškodbe prednje stene prsnega koša, odrgnina",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Other superficial injuries of front wall of thorax, abrasion"
19,S20,3,2,S20S29,,,5,S20.32,"Druge površinske poškodbe prednje stene prsnega koša, hematom (modrica)",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Other superficial injuries of front wall of thorax, blister"
19,S20,3,3,S20S29,,,5,S20.33,"Druge površinske poškodbe prednje stene prsnega koša, pik žuželke",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Other superficial injuries of front wall of thorax, insect bite"
19,S20,3,4,S20S29,,,5,S20.34,"Druge površinske poškodbe prednje stene prsnega koša, tujek",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Other superficial injuries of front wall of thorax, superficial foreign body (splinter)"
19,S20,3,8,S20S29,,,5,S20.38,"Druge površinske poškodbe prednje stene prsnega koša, drugo",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Other superficial injuries of front wall of thorax, other"
19,S20,4,,S20S29,,,4,S20.4,Druge površinske poškodbe zadnje stene prsnega koša,0,0,0,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Other superficial injuries of back wall of thorax, unspecified"
19,S20,4,0,S20S29,,,5,S20.40,"Druge površinske poškodbe zadnje stene prsnega koša, neopredeljena",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Other superficial injuries of back wall of thorax, unspecified"
19,S20,4,1,S20S29,,,5,S20.41,"Druge površinske poškodbe zadnje stene prsnega koša, odrgnina",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Other superficial injuries of back wall of thorax, abrasion"
19,S20,4,2,S20S29,,,5,S20.42,"Druge površinske poškodbe zadnje stene prsnega koša, hematom (modrica)",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Other superficial injuries of back wall of thorax, blister"
19,S20,4,3,S20S29,,,5,S20.43,"Druge površinske poškodbe zadnje stene prsnega koša, pik žuželke",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Other superficial injuries of back wall of thorax, insect bite"
19,S20,4,4,S20S29,,,5,S20.44,"Druge površinske poškodbe zadnje stene prsnega koša, tujek",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Other superficial injuries of back wall of thorax, superficial foreign body (splinter)"
19,S20,4,8,S20S29,,,5,S20.48,"Druge površinske poškodbe zadnje stene prsnega koša, drugo",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Other superficial injuries of back wall of thorax, other"
19,S20,7,,S20S29,,,4,S20.7,Multiple površinske poškodbe prsnega koša,0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Multiple superficial injuries of thorax
19,S20,8,,S20S29,,,4,S20.8,Površinska poškodba drugih in neopredeljenih delov prsnega koša,0,0,0,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Superficial injury of other and unspecified parts of thorax, unspecified"
19,S20,8,0,S20S29,,,5,S20.80,"Površinska poškodba drugih in neopredeljenih delov prsnega koša, neopredeljena",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Superficial injury of other and unspecified parts of thorax, unspecified"
19,S20,8,1,S20S29,,,5,S20.81,"Površinska poškodba drugih in neopredeljenih delov prsnega koša, odrgnina",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Superficial injury of other and unspecified parts of thorax, abrasion"
19,S20,8,2,S20S29,,,5,S20.82,"Površinska poškodba drugih in neopredeljenih delov prsnega koša, hematom (modrica)",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Superficial injury of other and unspecified parts of thorax, blister"
19,S20,8,3,S20S29,,,5,S20.83,"Površinska poškodba drugih in neopredeljenih delov prsnega koša, pik žuželke",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Superficial injury of other and unspecified parts of thorax, insect bite"
19,S20,8,4,S20S29,,,5,S20.84,"Površinska poškodba drugih in neopredeljenih delov prsnega koša, tujek",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Superficial injury of other and unspecified parts of thorax, superficial foreign body (splinter)"
19,S20,8,8,S20S29,,,5,S20.88,"Površinska poškodba drugih in neopredeljenih delov prsnega koša, drugo",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Superficial injury of other and unspecified parts of thorax, other"
19,S21,,,S20S29,,,3,S21,Rana na prsnem košu,0,0,0,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Open wound of breast
19,S21,0,,S20S29,,,4,S21.0,Rana na dojki,0,0,1,1995-01-01 00:00:00,,2,2,,,,0,0,0,0,0,0,Open wound of breast
19,S21,1,,S20S29,,,4,S21.1,Rana na prednji steni prsnega koša,0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Open wound of front wall of thorax
19,S21,2,,S20S29,,,4,S21.2,Rana na zadnji steni prsnega koša,0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Open wound of back wall of thorax
19,S21,7,,S20S29,,,4,S21.7,Multiple rane na steni prsnega koša,0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Multiple open wounds of thoracic wall
19,S21,8,,S20S29,,,4,S21.8,Rana na drugih delih prsnega koša,0,0,0,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Open wound of other parts of thorax
19,S21,8,1,S20S29,,,5,S21.81,"Rana na drugih delih prsnega koša, komunicira z zlomom",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,1,0,0,0,Open wound (of any part of thorax) communicating with a fracture
19,S21,8,2,S20S29,,,5,S21.82,"Rana na drugih delih prsnega koša, komunicira z izpahom",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,1,0,0,0,Open wound (of any part of thorax) communicating with a dislocation
19,S21,8,3,S20S29,,,5,S21.83,"Rana na drugih delih prsnega koša, komunicira s prsno votlino",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,1,0,0,0,Open wound (of any part of thorax) communicating with an intrathoracic injury
19,S21,8,8,S20S29,,,5,S21.88,Rana na drugih delih prsnega koša,0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Open wound of other parts of thorax
19,S21,9,,S20S29,,,4,S21.9,"Rana na prsnem košu, del neopredeljen",0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Open wound of thorax, part unspecified"
19,S22,,,S20S29,,,3,S22,"Zlom rebra (reber), prsnice in prsne hrbtenice",0,0,0,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Fracture of thoracic vertebra, level unspecified"
19,S22,0,,S20S29,,,4,S22.0,Zlom prsnega vretenca,0,0,0,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Fracture of thoracic vertebra, level unspecified"
19,S22,0,0,S20S29,,,5,S22.00,"Zlom prsnega vretenca, neopredeljen nivo",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Fracture of thoracic vertebra, level unspecified"
19,S22,0,1,S20S29,,,5,S22.01,"Zlom prsnega vretenca, T1 in T2",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Fracture of thoracic vertebra, T1 and T2 level"
19,S22,0,2,S20S29,,,5,S22.02,"Zlom prsnega vretenca, T3 in T4",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Fracture of thoracic vertebra, T3 and T4 level"
19,S22,0,3,S20S29,,,5,S22.03,"Zlom prsnega vretenca, T5 in T6",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Fracture of thoracic vertebra, T5 and T6 level"
19,S22,0,4,S20S29,,,5,S22.04,"Zlom prsnega vretenca, T7 in T8",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Fracture of thoracic vertebra, T7 and T8 level"
19,S22,0,5,S20S29,,,5,S22.05,"Zlom prsnega vretenca, T9 in T 10",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Fracture of thoracic vertebra, T9 and T10 level"
19,S22,0,6,S20S29,,,5,S22.06,"Zlom prsnega vretenca, T11 in T12",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Fracture of thoracic vertebra, T11 and T12 level"
19,S22,1,,S20S29,,,4,S22.1,Multipli zlomi prsne hrbtenice,0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Multiple fractures of thoracic spine
19,S22,2,,S20S29,,,4,S22.2,Zlom prsnice,0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Fracture of sternum
19,S22,3,,S20S29,,,4,S22.3,Zlom rebra,0,0,0,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Fracture of rib, closed"
19,S22,3,1,S20S29,,,5,S22.31,Zlom prvega rebra,0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Fracture of first rib
19,S22,3,2,S20S29,,,5,S22.32,Zlom katerega koli rebra (razen prvega),0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Fracture of one rib, other than first rib"
19,S22,4,,S20S29,,,4,S22.4,Multipli zlomi reber,0,0,0,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Multiple rib fractures, unspecified"
19,S22,4,0,S20S29,,,5,S22.40,"Multipli zlomi reber, neopredeljen",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Multiple rib fractures, unspecified"
19,S22,4,1,S20S29,,,5,S22.41,"Multipli zlomi reber, vključeno prvo rebro",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Multiple rib fractures, involving first rib"
19,S22,4,2,S20S29,,,5,S22.42,"Multipli zlomi reber, vključeni dve rebri",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Multiple rib fractures, involving two ribs"
19,S22,4,3,S20S29,,,5,S22.43,"Multipli zlomi reber, vključena tri rebra",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Multiple rib fractures, involving three ribs"
19,S22,4,4,S20S29,,,5,S22.44,"Multipli zlomi reber, vključena štiri ali več reber",0,0,1,2013-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Multiple rib fractures involving four or more ribs
19,S22,5,,S20S29,,,4,S22.5,Plapolajoča stena prsnega koša,0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Flail chest
19,S22,8,,S20S29,,,4,S22.8,Zlom drugih delov prsnega koša,0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Fracture of other parts of bony thorax
19,S22,9,,S20S29,,,4,S22.9,"Zlom na prsnem košu, del neopredeljen",0,0,1,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,"Fracture of bony thorax, part unspecified"
19,S23,,,S20S29,,,3,S23,"Izpah, izvin in nateg sklepov in vezi na prsnem košu",0,0,0,1995-01-01 00:00:00,,,,,,,0,0,0,0,0,0,Traumatic rupture of thoracic intervertebral disc
